city,state,country,latitude,longitude
clam gulch,ak,us,60.2311111,-151.3936111
homer,ak,us,59.6425,-151.5483333
homer,ak,us,59.6425,-151.5483333
homer,ak,us,59.6425,-151.5483333
homer,ak,us,59.6425,-151.5483333
homer,ak,us,59.6425,-151.5483333
homer,ak,us,59.6425,-151.5483333
homer,ak,us,59.6425,-151.5483333
ninilchik,ak,us,60.0513889,-151.6688889
ninilchik,ak,us,60.0513889,-151.6688889
anchor point,ak,us,59.7766667,-151.8313889
kodiak,ak,us,57.79,-152.4072222
kodiak,ak,us,57.79,-152.4072222
kodiak,ak,us,57.79,-152.4072222
kodiak,ak,us,57.79,-152.4072222
kodiak,ak,us,57.79,-152.4072222
newhalen,ak,us,59.72,-154.8972222
nulato,ak,us,64.7194444,-158.1030556
wainwright,ak,us,70.6369444,-160.0383333
bethel,ak,us,60.7922222,-161.7558333
bethel,ak,us,60.7922222,-161.7558333
bethel,ak,us,60.7922222,-161.7558333
bethel,ak,us,60.7922222,-161.7558333
bethel,ak,us,60.7922222,-161.7558333
bethel,ak,us,60.7922222,-161.7558333
bethel,ak,us,60.7922222,-161.7558333
bethel,ak,us,60.7922222,-161.7558333
nunapitchuk,ak,us,60.8969444,-162.4594444
kotzebue,ak,us,66.8983333,-162.5966667
cold bay,ak,us,55.1858333,-162.7211111
white mountain,ak,us,64.6813889,-163.4055556
council,ak,us,64.895,-163.6763889
mountain village,ak,us,62.0855556,-163.7294444
hooper bay,ak,us,61.5311111,-166.0966667
teller,ak,us,65.2636111,-166.3608333
teller,ak,us,65.2636111,-166.3608333
savoonga,ak,us,63.6941667,-170.4788889
savoonga,ak,us,63.6941667,-170.4788889
savoonga,ak,us,63.6941667,-170.4788889
adak,ak,us,51.88,-176.6580556
cantwell (80 miles east of); clearwater mtns.,ak,,0,0
college fjord,ak,,0,0
ft. yukon,ak,,0,0
ft. yukon,ak,,0,0
gula,ak,,0,0
kodiak naval station,ak,,0,0
kuparuk oilfield,ak,,0,0
kuparuk oilfield,ak,,0,0
misty fjords national park (near&#44 on island),ak,,0,0
northeast cape afs&#44 st lawrence island&#44,ak,,0,0
rural alaska community,ak,,0,0
wacker city,ak,,0,0
rio de janeiro (brazil),ak,,-22.690615,-43.238749
suriname,ak,,5.942987,-56.992517
inside passage,ak,,54.800685,-131.44043
prince of wales island,ak,,55.779431,-132.817995
tracy arm (near; on cruise ship),ak,,57.856921,-133.58946
douglas island,ak,,58.263986,-134.546078
alaska cruise (norwegian star),ak,,58.36258,-134.58119
bering sea,ak,,59.670367,-139.859082
slana,ak,,62.706944,-143.961111
fort greely,ak,,63.905,-145.554444
prince william sound,ak,,60.690545,-147.097055
prince william sound,ak,,60.690545,-147.097055
susitna lodge (10 mi. e of&#44 denali hwy.),ak,,63.090556,-147.474167
susitna lodge (10 miles e of; denali highway),ak,,63.090556,-147.474167
fairbanks&#44 trans alaskan pipeline haul road 250 mi n of,ak,,64.837778,-147.716389
kuparuk,ak,,70.416667,-148.916667
elk,ak,,61.557297,-149.037895
anchorage/girdwood,ak,,60.943367,-149.170693
turnagain pass,ak,,60.803333,-149.185278
turnagain pass,ak,,60.803333,-149.185278
wasilla - susitna delta,ak,,61.623501,-149.331917
alaska,ak,,64.200841,-149.493673
alaska,ak,,64.200841,-149.493673
alaska (remote),ak,,64.200841,-149.493673
ft. richardson,ak,,61.254444,-149.688333
elmendorf afb,ak,,61.252563,-149.808326
talkitna,ak,,62.320905,-150.106622
kenai peninsula,ak,,59.878522,-150.395227
soldatna,ak,,60.487778,-151.058333
north kenai (daniels lake; east end),ak,,60.554444,-151.258333
nikishi,ak,,60.690278,-151.288889
perl island (private),ak,,59.119149,-151.68817
kodiak island,ak,,57.241325,-154.118722
iliamna,ak,,59.754722,-154.906111
north of pt. barrow,ak,,71.3875,-156.481111
point barrow,ak,,71.3875,-156.481111
northeast cape afs,ak,,70.292489,-161.903334
st. george island,ak,,56.6,-169.541667
st. george island,ak,,56.6,-169.541667
savoonga&#44 st. lawrence island,ak,,63.694167,-170.478889
phenix city,al,us,32.4708333,-85.0008333
phenix city,al,us,32.4708333,-85.0008333
phenix city,al,us,32.4708333,-85.0008333
phenix city,al,us,32.4708333,-85.0008333
smiths station,al,us,32.54,-85.0986111
columbia,al,us,31.2925,-85.1116667
eufaula,al,us,31.8911111,-85.1455556
eufaula,al,us,31.8911111,-85.1455556
eufaula,al,us,31.8911111,-85.1455556
eufaula (close to),al,us,31.8911111,-85.1455556
valley,al,us,32.8186111,-85.1794444
valley,al,us,32.8186111,-85.1794444
lanett,al,us,32.8686111,-85.1905556
lanett,al,us,32.8686111,-85.1905556
salem,al,us,32.5966667,-85.2386111
fredonia,al,us,32.9897222,-85.2886111
cottonwood,al,us,31.0486111,-85.305
cusseta,al,us,32.7847222,-85.3058333
headland,al,us,31.3511111,-85.3422222
headland,al,us,31.3511111,-85.3422222
headland,al,us,31.3511111,-85.3422222
opelika,al,us,32.6452778,-85.3783333
dothan,al,us,31.2230556,-85.3905556
dothan,al,us,31.2230556,-85.3905556
dothan,al,us,31.2230556,-85.3905556
dothan,al,us,31.2230556,-85.3905556
dothan,al,us,31.2230556,-85.3905556
dothan,al,us,31.2230556,-85.3905556
dothan,al,us,31.2230556,-85.3905556
dothan,al,us,31.2230556,-85.3905556
dothan,al,us,31.2230556,-85.3905556
dothan,al,us,31.2230556,-85.3905556
dothan,al,us,31.2230556,-85.3905556
dothan,al,us,31.2230556,-85.3905556
rehobeth,al,us,31.1227778,-85.4527778
borden springs,al,us,33.9297222,-85.4702778
auburn,al,us,32.6097222,-85.4808333
auburn,al,us,32.6097222,-85.4808333
auburn,al,us,32.6097222,-85.4808333
auburn,al,us,32.6097222,-85.4808333
auburn,al,us,32.6097222,-85.4808333
auburn,al,us,32.6097222,-85.4808333
auburn,al,us,32.6097222,-85.4808333
auburn,al,us,32.6097222,-85.4808333
wedowee,al,us,33.3088889,-85.4847222
wedowee,al,us,33.3088889,-85.4847222
wedowee,al,us,33.3088889,-85.4847222
skipperville,al,us,31.5575,-85.5455556
gaylesville,al,us,34.2683333,-85.5569444
gaylesville,al,us,34.2683333,-85.5569444
wadley,al,us,33.1213889,-85.5663889
heflin,al,us,33.6488889,-85.5875
heflin,al,us,33.6488889,-85.5875
heflin,al,us,33.6488889,-85.5875
heflin  (talladega national forest at oak level),al,us,33.6488889,-85.5875
mentone,al,us,34.5794444,-85.5905556
slocomb,al,us,31.1080556,-85.5944444
cedar bluff,al,us,34.22,-85.6077778
piedmont,al,us,33.9244444,-85.6113889
ozark,al,us,31.4588889,-85.6405556
ozark,al,us,31.4588889,-85.6405556
ozark,al,us,31.4588889,-85.6405556
centre,al,us,34.1519444,-85.6788889
flat rock,al,us,34.7697222,-85.6944444
bridgeport,al,us,34.9475,-85.7144444
fort payne,al,us,34.4441667,-85.7197222
fort payne,al,us,34.4441667,-85.7197222
fort payne,al,us,34.4441667,-85.7197222
fort payne,al,us,34.4441667,-85.7197222
jacksonville,al,us,33.8136111,-85.7613889
jacksonville,al,us,33.8136111,-85.7613889
jacksonville,al,us,33.8136111,-85.7613889
jacksonville,al,us,33.8136111,-85.7613889
leesburg,al,us,34.1797222,-85.7613889
dadeville,al,us,32.8311111,-85.7636111
anniston,al,us,33.6597222,-85.8316667
anniston,al,us,33.6597222,-85.8316667
anniston,al,us,33.6597222,-85.8316667
anniston,al,us,33.6597222,-85.8316667
anniston,al,us,33.6597222,-85.8316667
anniston,al,us,33.6597222,-85.8316667
anniston,al,us,33.6597222,-85.8316667
anniston (ft. mcclellan u.s. army base),al,us,33.6597222,-85.8316667
oxford,al,us,33.6141667,-85.835
oxford,al,us,33.6141667,-85.835
oxford,al,us,33.6141667,-85.835
banks (outside of),al,us,31.815,-85.8430556
rainsville,al,us,34.4941667,-85.8477778
enterprise,al,us,31.315,-85.8552778
enterprise,al,us,31.315,-85.8552778
enterprise,al,us,31.315,-85.8552778
enterprise,al,us,31.315,-85.8552778
enterprise,al,us,31.315,-85.8552778
enterprise,al,us,31.315,-85.8552778
collinsville,al,us,34.2638889,-85.8605556
collinsville,al,us,34.2638889,-85.8605556
hokes bluff,al,us,33.9980556,-85.8663889
wellington,al,us,33.8225,-85.8927778
wellington,al,us,33.8225,-85.8927778
fyffe,al,us,34.4466667,-85.9041667
fyffe,al,us,34.4466667,-85.9041667
fyffe,al,us,34.4466667,-85.9041667
dutton,al,us,34.6108333,-85.9169444
coldwater,al,us,33.5861111,-85.9183333
troy,al,us,31.8086111,-85.97
troy,al,us,31.8086111,-85.97
crossville,al,us,34.2875,-85.9941667
ohatchee,al,us,33.7833333,-86.0025
gadsden,al,us,34.0141667,-86.0066667
gadsden,al,us,34.0141667,-86.0066667
gadsden,al,us,34.0141667,-86.0066667
gadsden,al,us,34.0141667,-86.0066667
gadsden,al,us,34.0141667,-86.0066667
gadsden,al,us,34.0141667,-86.0066667
gadsden,al,us,34.0141667,-86.0066667
gadsden,al,us,34.0141667,-86.0066667
gadsden,al,us,34.0141667,-86.0066667
gadsden,al,us,34.0141667,-86.0066667
gadsden,al,us,34.0141667,-86.0066667
gadsden (south side of),al,us,34.0141667,-86.0066667
eastaboga,al,us,33.6058333,-86.0213889
southside,al,us,33.9244444,-86.0225
southside,al,us,33.9244444,-86.0225
southside (gadsden),al,us,33.9244444,-86.0225
kellyton,al,us,32.9797222,-86.0336111
scottsboro,al,us,34.6722222,-86.0341667
scottsboro,al,us,34.6722222,-86.0341667
pine level,al,us,32.0677778,-86.0597222
elba,al,us,31.4144444,-86.0677778
bradford,al,us,32.9947222,-86.085
attalla,al,us,34.0216667,-86.0886111
attalla,al,us,34.0216667,-86.0886111
talladega,al,us,33.4358333,-86.1058333
talladega,al,us,33.4358333,-86.1058333
talladega,al,us,33.4358333,-86.1058333
talladega (super speedway),al,us,33.4358333,-86.1058333
nixburg,al,us,32.8277778,-86.1111111
lincoln,al,us,33.6130556,-86.1183333
mountainboro,al,us,34.1469444,-86.1305556
boaz,al,us,34.2005556,-86.1663889
boaz,al,us,34.2005556,-86.1663889
boaz,al,us,34.2005556,-86.1663889
wetumpka,al,us,32.5436111,-86.2119444
wetumpka,al,us,32.5436111,-86.2119444
wetumpka,al,us,32.5436111,-86.2119444
columbus city,al,us,34.4605556,-86.2333333
sylacauga,al,us,33.1730556,-86.2516667
sylacauga,al,us,33.1730556,-86.2516667
sylacauga,al,us,33.1730556,-86.2516667
sylacauga,al,us,33.1730556,-86.2516667
grant,al,us,34.5286111,-86.2533333
ashville,al,us,33.8369444,-86.2544444
opp,al,us,31.2825,-86.2555556
opp,al,us,31.2825,-86.2555556
opp,al,us,31.2825,-86.2555556
opp,al,us,31.2825,-86.2555556
opp,al,us,31.2825,-86.2555556
opp,al,us,31.2825,-86.2555556
brantley,al,us,31.5822222,-86.2572222
luverne (near),al,us,31.7163889,-86.2638889
woodville,al,us,34.6277778,-86.2744444
woodville,al,us,34.6277778,-86.2744444
woodville,al,us,34.6277778,-86.2744444
pell city,al,us,33.5861111,-86.2861111
pell city,al,us,33.5861111,-86.2861111
pell city,al,us,33.5861111,-86.2861111
pell city,al,us,33.5861111,-86.2861111
pell city (33.56&#39 52&quot;n - 86.15&#39 00&quot; w),al,us,33.5861111,-86.2861111
guntersville,al,us,34.3580556,-86.2947222
guntersville,al,us,34.3580556,-86.2947222
guntersville,al,us,34.3580556,-86.2947222
guntersville,al,us,34.3580556,-86.2947222
guntersville,al,us,34.3580556,-86.2947222
guntersville,al,us,34.3580556,-86.2947222
guntersville,al,us,34.3580556,-86.2947222
montgomery,al,us,32.3666667,-86.3
montgomery,al,us,32.3666667,-86.3
montgomery,al,us,32.3666667,-86.3
montgomery,al,us,32.3666667,-86.3
montgomery,al,us,32.3666667,-86.3
montgomery,al,us,32.3666667,-86.3
montgomery,al,us,32.3666667,-86.3
montgomery,al,us,32.3666667,-86.3
montgomery,al,us,32.3666667,-86.3
montgomery,al,us,32.3666667,-86.3
montgomery,al,us,32.3666667,-86.3
montgomery,al,us,32.3666667,-86.3
montgomery,al,us,32.3666667,-86.3
montgomery,al,us,32.3666667,-86.3
montgomery,al,us,32.3666667,-86.3
montgomery,al,us,32.3666667,-86.3
montgomery,al,us,32.3666667,-86.3
montgomery,al,us,32.3666667,-86.3
montgomery,al,us,32.3666667,-86.3
montgomery,al,us,32.3666667,-86.3
montgomery,al,us,32.3666667,-86.3
montgomery,al,us,32.3666667,-86.3
montgomery (50 miles west of; inflight),al,us,32.3666667,-86.3
weogufka,al,us,33.0163889,-86.3122222
weogufka,al,us,33.0163889,-86.3122222
elmore,al,us,32.5386111,-86.315
elmore,al,us,32.5386111,-86.315
florala (??),al,us,31.005,-86.3280556
millbrook,al,us,32.4797222,-86.3619444
millbrook,al,us,32.4797222,-86.3619444
millbrook,al,us,32.4797222,-86.3619444
gurley,al,us,34.7016667,-86.3758333
gurley,al,us,34.7016667,-86.3758333
gurley,al,us,34.7016667,-86.3758333
new hope,al,us,34.5369444,-86.3944444
new hope,al,us,34.5369444,-86.3944444
deatsville,al,us,32.6080556,-86.3958333
new market,al,us,34.91,-86.4277778
union grove,al,us,34.4016667,-86.4491667
union grove,al,us,34.4016667,-86.4491667
union grove,al,us,34.4016667,-86.4491667
prattville,al,us,32.4638889,-86.4597222
prattville,al,us,32.4638889,-86.4597222
prattville,al,us,32.4638889,-86.4597222
prattville,al,us,32.4638889,-86.4597222
springville,al,us,33.775,-86.4716667
oneonta,al,us,33.9480556,-86.4727778
oneonta,al,us,33.9480556,-86.4727778
oneonta,al,us,33.9480556,-86.4727778
